Time,shipment_id,W60_T_mean,W60_T_std,W60_T_range,W60_delta,W60_slope,W60_hot_ratio_mean,W60_over_auc_mean,W60_over_dur_mean,W60_spatial_range_mean,W60_spatial_std_mean,W60_active_ratio_mean,y_next_120_R2
2019-03-13 12:20:00,S1,31.2857151,0.573863864,1.642856598,1.642857194,0.322448969,1.0,1637.142822,0.777777791,1.083333373,0.385713995,0.777777791,1.0
2019-03-13 12:30:00,S1,31.63571358,0.708392382,1.928569794,1.928571463,0.406938761,1.0,1658.142822,0.777777791,1.200000048,0.418851316,0.777777791,1.0
2019-03-13 12:40:00,S1,32.0095253,0.772691488,2.128572464,2.12857151,0.450612247,1.0,1680.571411,0.777777791,1.299999952,0.440790594,0.777777791,1.0
2019-03-13 12:50:00,S1,32.40476227,0.731398165,2.08571434,2.08571434,0.423673481,1.0,1704.285767,0.777777791,1.383333325,0.461469173,0.777777791,1.0
2019-03-13 13:00:00,S1,32.77381134,0.589731693,1.685712814,1.685714245,0.336734682,1.0,1726.428589,0.777777791,1.399999976,0.462173223,0.777777791,1.0
2019-03-13 13:10:00,S1,33.07143021,0.430708945,1.242858887,1.242857099,0.243265301,1.0,1744.285767,0.777777791,1.383333325,0.452915341,0.777777791,1.0
2019-03-13 13:20:00,S1,33.2857132,0.290671289,0.82857132,0.828571439,0.162448972,1.0,1757.142822,0.777777791,1.283333302,0.422434181,0.777777791,1.0
2019-03-13 13:30:00,S1,33.48809433,0.274471253,0.899997711,0.899999976,0.154693872,1.0,1769.285767,0.777777791,1.549999952,0.501333535,0.777777791,1.0
2019-03-13 13:40:00,S1,33.57381058,0.201595113,0.657142639,0.271428585,0.085306123,1.0,1774.428589,0.777777791,1.533333302,0.491883576,0.777777791,1.0
2019-03-13 13:50:00,S1,33.59285736,0.180466145,0.542858124,-0.014285714,0.012653061,1.0,1775.571411,0.777777791,1.466666698,0.476021647,0.777777791,1.0
2019-03-13 14:00:00,S1,33.56428528,0.212652504,0.700000763,-0.271428585,-0.063265309,1.0,1773.857178,0.777777791,1.416666627,0.467394769,0.777777791,1.0
2019-03-13 14:10:00,S1,33.49523926,0.268361956,0.842857361,-0.45714286,-0.129795924,1.0,1769.714233,0.777777791,1.366666675,0.463158995,0.777777791,1.0
2019-03-13 14:20:00,S1,33.41666794,0.297771394,0.857143402,-0.857142866,-0.166122451,1.0,1765.0,0.777777791,1.383333325,0.472544134,0.777777791,1.0
2019-03-13 14:30:00,S1,33.29523849,0.16632618,0.471427917,-0.342857152,-0.079999998,1.0,1757.714233,0.777777791,1.049999952,0.378167927,0.777777791,1.0
